threshold,precision,recall,f1
0.2,0.40691489361702127,0.9935064935064936,0.5773584905660377
0.3,0.45045045045045046,0.974025974025974,0.6160164271047228
0.4,0.5,0.8311688311688312,0.624390243902439
0.5,0.5572916666666666,0.6948051948051948,0.6184971098265896
0.6,0.591304347826087,0.44155844155844154,0.5055762081784386
0.7,0.7037037037037037,0.24675324675324675,0.36538461538461536
